Site.code,lat,long,Reef,Site,Zone,alk_mean,alk_median,alk_sd,Chl_a_sum_mean,Chl_a_sum_median,Chl_a_sum_sd,DIC_mean,DIC_median,DIC_sd,DIN_mean,DIN_median,DIN_sd,DIP_mean,DIP_median,DIP_sd,Ed100,Ed90,Edmean,Ef100,Ef90,Efmean,EpiPAR_mean,EpiPAR_median,EpiPAR_sd,EpiPAR_sg_mean,EpiPAR_sg_median,EpiPAR_sg_sd,FineSed_mean,FineSed_median,FineSed_sd,Hs100,Hs70,Hs80,Hs90,Hs95,Hsmean,Kd_490_mean,Kd_490_median,Kd_490_sd,NH4_mean,NH4_median,NH4_sd,NO3_mean,NO3_median,NO3_sd,omega_ar_expose_mean,omega_ar_expose_median,omega_ar_expose_sd,omega_ar_mean,omega_ar_median,omega_ar_sd,Oxygen_mean,Oxygen_median,Oxygen_sd,PAR_mean,PAR_median,PAR_sd,PAR_z_mean,PAR_z_median,PAR_z_sd,PH_mean,PH_median,PH_sd,salt_mean,salt_median,salt_sd,Secchi_mean,Secchi_median,Secchi_sd,TC_mean,TC_median,TC_sd,temp_mean,temp_median,temp_sd,TN_mean,TN_median,TN_sd,TP_mean,TP_median,TP_sd,Tp100,Tp90,Tp99,Tpmean,Turbidity_mean,Turbidity_median,Turbidity_sd,ubed100,ubed90,ubedmean,ubedmean_pred,UonrootT100,UonrootT90,uWSL100,uWSL90,uWSL99,MaxMonthlyMean,MinMonthlyMean,MonthlyRange
ONLI_FR1F,-14.69129,145.46928,ONLI,FR1,F,2241.08992,2242.789063,11.98527252,0.185430446,0.160081282,0.122179939,22962.84415,22986.78516,140.4597037,0.238703343,0.13083759,0.296561657,0.087897447,0.02453831,0.21411426,5207.46072,633.4089762,248.9873488,31908.0408,2333.784532,985.5663249,0.000887519,0.000826829,0.000339623,0.000887519,0.000826829,0.000339623,2.73E-08,1.59E-09,2.01E-07,2.874978171,0.773704271,0.862173246,1.024698681,1.158973495,0.476520879,0.0624837,0.043998934,0.135566517,0.056305567,0.031671628,0.096824672,0.182417398,0.09247072,0.250243532,305.9752338,305.0730591,185.7618186,3.677177468,3.678407192,0.109496069,6743.488418,6733.210449,154.7518095,0.000887519,0.000826829,0.000339623,0.000960856,0.000897842,0.000363163,8.06337988,8.064892769,0.023318204,35.05219916,35.22784996,0.449533452,19.20995071,20.35254669,5.495592645,23278.47656,23300.14063,448.9843017,26.94657856,26.98631763,2.026174145,55.80117267,52.4099884,10.01933038,5.047730324,4.644271851,1.344625147,12.34535048,4.622754627,5.942481942,2.896279203,0.427877224,0.287635028,1.2500584,1.185092423,0.303957115,0.180445227,0.180445227,0.734709276,0.299352762,1.468108535,0.603811045,0.793374154,30.88890266,23.51072121,7.378181458
ONLI_FR1S,-14.69137,145.46938,ONLI,FR1,S,2240.876559,2242.510986,11.94917958,0.195222172,0.166061759,0.128579528,22960.62769,22983.73828,140.0139303,0.218023836,0.112617396,0.285330773,0.09108435,0.026355907,0.21990633,5326.408203,643.4722426,253.0318536,32897.7385,2327.160292,986.3785807,0.000544833,0.000504002,0.000230296,0.000544833,0.000504002,0.000230296,3.67E-08,3.28E-09,2.48E-07,2.90877321,0.778219051,0.868130253,1.031972236,1.168805798,0.479857981,0.065752354,0.047015976,0.122215489,0.039841739,0.026978631,0.056531921,0.17819764,0.083445847,0.257122907,312.0034875,311.063324,188.8959342,3.673180432,3.674385071,0.109201615,6746.6578,6733.716797,156.7369023,0.000544833,0.000504002,0.000230296,0.000635715,0.00058894,0.00025932,8.065564365,8.066691399,0.023270972,35.05894207,35.23089027,0.438518357,19.20995071,20.35254669,5.495592645,23277.20361,23297.93359,448.9723236,26.8514847,26.90726757,1.939246413,55.93122869,52.48616409,10.12403429,5.072062861,4.652308464,1.358030341,12.33443419,4.607774311,5.854999436,2.876596504,0.474365918,0.310234964,1.441817308,1.104775892,0.270355576,0.16126911,0.16126911,0.719247798,0.297349089,1.429492394,0.595228646,0.780813899,30.44709778,23.40861702,7.038480759
ONLI_FR2F,-14.64963,145.4928,ONLI,FR2,F,2244.325042,2245.948242,10.19456898,0.217206846,0.180322379,0.1585358,22975.68871,22995.38477,127.81768,0.254093178,0.139360771,0.310261274,0.071354412,0.024671232,0.155868006,2259.04522,182.5332235,96.65443675,11499.99495,469.9590183,349.5802612,0.000888422,0.000828935,0.00033635,0.000888422,0.000828935,0.00033635,6.27E-09,3.55E-10,5.20E-08,1.767643266,0.455841733,0.49992414,0.573982312,0.642789066,0.328765677,0.055600317,0.043607082,0.088966488,0.06365627,0.031386726,0.106997595,0.190458705,0.097566389,0.258434667,272.3637298,269.2868042,168.3844933,3.700231156,3.69813633,0.098512422,6760.77313,6746.015137,156.2196138,0.000888422,0.000828935,0.00033635,0.000960806,0.000898512,0.00036017,8.065976378,8.066984177,0.023820702,35.05932554,35.21524429,0.407861889,21.32633465,21.63214684,6.228384941,23281.72773,23305.51758,445.2203459,26.940476,26.94420147,1.981211228,54.34519958,51.88813782,8.143935699,4.860738558,4.553890705,1.094658888,9.845012347,5.567461332,6.512086815,3.818722725,0.377100192,0.288870752,0.853875922,1.00602095,0.341296481,0.231349061,0.231349061,0.601544466,0.222885686,1.190915452,0.463862088,0.606278426,30.86040688,23.50519753,7.355209351
ONLI_FR2S,-14.6494,145.49286,ONLI,FR2,S,2244.338714,2245.961426,10.0645709,0.226621393,0.188059285,0.163349833,22975.44532,22995.17188,126.9361355,0.232199662,0.124753706,0.290510895,0.073247783,0.025618099,0.158970072,3637.69222,204.4302266,109.0194677,19809.32758,491.3647766,421.3710904,0.000551437,0.000514028,0.000226468,0.000551437,0.000514028,0.000226468,7.47E-09,6.05E-10,6.32E-08,2.357619047,0.469035649,0.518315819,0.606061174,0.692985667,0.343582375,0.056852209,0.045022633,0.083181283,0.046750925,0.027427485,0.068722418,0.18546167,0.092514947,0.259336971,277.1539353,273.882019,170.8502867,3.697165216,3.695144653,0.097951153,6764.372004,6747.945801,157.5170381,0.000551437,0.000514028,0.000226468,0.000640477,0.000597362,0.000255468,8.068020295,8.068789482,0.02343247,35.06239283,35.21512985,0.40025,21.32633465,21.63214684,6.228384941,23281.79985,23305.42969,445.0979703,26.893054,26.93104076,1.924468165,54.39242831,51.91020203,8.150992666,4.874045132,4.566711903,1.095544784,9.283933004,5.377946324,6.385103861,3.622644928,0.39355183,0.29861635,0.919353304,0.91458822,0.205950548,0.142893403,0.142893403,0.625565277,0.20056378,1.261230416,0.391897463,0.541817453,30.51451874,23.48415375,7.03036499
ONLI_LA1F,-14.68762,145.46533,ONLI,LA1,F,2241.08992,2242.789063,11.98527252,0.185430446,0.160081282,0.122179939,22962.84415,22986.78516,140.4597037,0.238703343,0.13083759,0.296561657,0.087897447,0.02453831,0.21411426,343.846795,88.11316766,42.28121058,2078.343533,449.7897746,153.2101678,0.000887519,0.000826829,0.000339623,0.000887519,0.000826829,0.000339623,2.73E-08,1.59E-09,2.01E-07,0.739927649,0.341250161,0.367389994,0.402375973,0.424181289,0.218333701,0.0624837,0.043998934,0.135566517,0.056305567,0.031671628,0.096824672,0.182417398,0.09247072,0.250243532,305.9752338,305.0730591,185.7618186,3.677177468,3.678407192,0.109496069,6743.488418,6733.210449,154.7518095,0.000887519,0.000826829,0.000339623,0.000960856,0.000897842,0.000363163,8.06337988,8.064892769,0.023318204,35.05219916,35.22784996,0.449533452,19.20995071,20.35254669,5.495592645,23278.47656,23300.14063,448.9843017,26.94657856,26.98631763,2.026174145,55.80117267,52.4099884,10.01933038,5.047730324,4.644271851,1.344625147,8.087051604,4.628990438,5.153576056,2.659541527,0.427877224,0.287635028,1.2500584,0.313696901,0.126867718,0.070397432,0.070397432,0.719210135,0.153844519,0.611110621,0.237793038,0.284906675,30.86781502,23.4785862,7.389228821
ONLI_LA1S,-14.68768,145.46523,ONLI,LA1,S,2240.876559,2242.510986,11.94917958,0.195222172,0.166061759,0.128579528,22960.62769,22983.73828,140.0139303,0.218023836,0.112617396,0.285330773,0.09108435,0.026355907,0.21990633,336.8931139,88.06767697,42.24958971,2106.490723,449.7909037,150.8123627,0.000544833,0.000504002,0.000230296,0.000544833,0.000504002,0.000230296,3.67E-08,3.28E-09,2.48E-07,0.732305884,0.341319945,0.367484818,0.402280884,0.423538407,0.218322203,0.065752354,0.047015976,0.122215489,0.039841739,0.026978631,0.056531921,0.17819764,0.083445847,0.257122907,312.0034875,311.063324,188.8959342,3.673180432,3.674385071,0.109201615,6746.6578,6733.716797,156.7369023,0.000544833,0.000504002,0.000230296,0.000635715,0.00058894,0.00025932,8.065564365,8.066691399,0.023270972,35.05894207,35.23089027,0.438518357,19.20995071,20.35254669,5.495592645,23277.20361,23297.93359,448.9723236,26.8514847,26.90726757,1.939246413,55.93122869,52.48616409,10.12403429,5.072062861,4.652308464,1.358030341,8.061952061,4.600217819,5.119312233,2.626240783,0.474365918,0.310234964,1.441817308,0.291976538,0.113438018,0.062806475,0.062806475,0.704655766,0.155999755,0.605673942,0.233257562,0.286411385,30.4332962,23.39469528,7.038600922
ONLI_SP,-14.69979,145.46973,ONLI,SP,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ONMO_BA1D,-16.84719,146.21736,ONMO,BA1,D,2246.76556,2247.380371,7.46665548,0.238025132,0.221769333,0.143940371,22984.06822,23009.52344,111.0216146,0.273083373,0.178571746,0.331370952,0.108693911,0.028516544,0.269712711,19326.98047,906.2811957,389.3313565,172972.2986,5309.501573,2294.065891,0.000320592,0.000296484,0.000157143,0.000320592,0.000296484,0.000157143,9.31E-09,1.58E-09,2.40E-07,5.533087783,0.856994086,1.008687178,1.219611499,1.394174377,0.634840515,0.056082823,0.050375916,0.035194973,0.03893,0.028181432,0.050949193,0.234165937,0.146067992,0.307510567,264.0228232,262.8986206,159.0903836,3.713365595,3.706048012,0.101293169,6766.042134,6760.882324,155.5478753,0.000320592,0.000296484,0.000157143,0.000371968,0.000348152,0.000175219,8.071504688,8.072504997,0.023137174,35.08228402,35.20279312,0.369377912,20.16418135,20.20399857,6.027820382,23302.67414,23327.95703,443.5668267,26.8044587,26.96229458,1.851527985,56.48266284,54.03762817,8.614125898,5.1732853,4.812525272,1.263349944,13.96421719,7.665698157,9.5296811,4.703622341,0.380124755,0.324904114,0.524350161,1.897754312,0.345766134,0.214783263,0.214783263,0.613498357,0.247143812,2.111754298,0.555214584,0.705523782,30.27518845,23.24735641,7.027832031
ONMO_BA1F,-16.84731,146.21759,ONMO,BA1,F,2246.516891,2247.629883,9.065167147,0.187402279,0.172941402,0.12450675,22982.85731,23010.43359,123.6023594,0.327480634,0.223459065,0.399864267,0.097713674,0.020745652,0.269415145,17218.89865,914.0123494,389.2608914,133889.1059,5505.22309,2291.245009,0.000899981,0.000853835,0.000350946,0.000899981,0.000853835,0.000350946,4.78E-09,5.27E-10,7.71E-08,5.230749342,0.858850976,1.011793057,1.223464502,1.399014817,0.635700054,0.05287723,0.043833751,0.05095624,0.082135901,0.034598913,0.11537963,0.245391622,0.161884442,0.356279173,253.5587734,252.6520386,153.3803632,3.720400698,3.711481571,0.103174254,6753.956498,6753.670898,149.7900087,0.000899981,0.000853835,0.000350946,0.000973875,0.000921391,0.0003761,8.066921887,8.068444252,0.025707454,35.04573038,35.19812965,0.461788875,20.16418135,20.20399857,6.027820382,23299.23608,23327.77148,445.3524867,27.12917959,27.24070549,2.072903622,56.16190688,53.5222168,9.082230229,5.098689876,4.728434086,1.32331479,14.00757376,8.00728639,9.760364003,4.822918733,0.338037014,0.282665253,0.460931309,2.091207597,0.42869655,0.260901554,0.260901554,0.643956449,0.247374076,2.258004347,0.580012547,0.76686728,30.66189194,23.34802055,7.313871384
ONMO_BA1S,-16.84712,146.21744,ONMO,BA1,S,2246.620614,2247.580811,8.245306613,0.198428755,0.183519199,0.131459769,22983.52327,23010.37891,117.8461562,0.292928761,0.198089421,0.3235077,0.098834366,0.022070039,0.266454565,19658.95595,891.8623522,384.6126607,182379.6146,5357.667426,2310.78342,0.000555805,0.000526625,0.000236037,0.000555805,0.000526625,0.000236037,7.06E-09,9.92E-10,1.61E-07,5.577792803,0.855313533,1.003911595,1.210496227,1.381951306,0.631609016,0.054830751,0.046608549,0.053965285,0.059081499,0.030223476,0.081923807,0.233875315,0.153793991,0.284430945,258.8133824,257.59729,156.4455628,3.71623407,3.707030773,0.10201798,6756.540848,6755.252441,151.1248803,0.000555805,0.000526625,0.000236037,0.000646839,0.000616176,0.000266211,8.069560642,8.070946693,0.024683873,35.05466518,35.19701385,0.433661256,20.16418135,20.20399857,6.027820382,23300.17098,23327.00977,444.4860658,27.06399438,27.20354271,2.022866597,56.16493443,53.592659,8.85310986,5.109203187,4.740749359,1.297573832,13.90395461,7.621127023,9.494437853,4.676809523,0.355388824,0.297579139,0.494509419,1.790874826,0.310517725,0.19242985,0.19242985,0.602176474,0.240249255,2.013686856,0.529574282,0.661372046,30.48926735,23.30491638,7.184350967
ONMO_BA2D,-16.88184,146.18402,ONMO,BA2,D,2245.18034,2245.793701,8.427925982,0.234189161,0.216019511,0.144740692,22975.9996,23002.45117,121.2229343,0.271168364,0.155478939,0.412122021,0.127995867,0.026781144,0.327384715,10305.32682,751.956665,314.7400581,96988.3125,3151.890978,1499.57171,0.000313536,0.000288503,0.000159793,0.000313536,0.000288503,0.000159793,2.48E-08,3.62E-09,4.78E-07,4.051365852,0.809169001,0.9466463,1.114185651,1.259542333,0.567622191,0.059648134,0.04972057,0.046803248,0.038423969,0.027786311,0.053755011,0.232756129,0.122303382,0.383761258,278.5229067,278.2542725,166.9854136,3.703479228,3.69538188,0.111166416,6760.089468,6753.303711,158.7789523,0.000313536,0.000288503,0.000159793,0.000364457,0.000336628,0.000177728,8.070545601,8.071065903,0.022887972,35.08573116,35.21734619,0.379524212,19.80828529,20.29434967,6.488990413,23304.71292,23326.74023,446.6599281,26.72516122,26.87886238,1.869806541,58.03271226,54.99081039,9.941233361,5.382151303,4.925243378,1.450414846,13.82956505,5.557171981,7.511276192,3.701800691,0.403281543,0.319627315,0.692085125,1.196485758,0.159307615,0.114994705,0.114994705,0.634478986,0.2773503,1.386381096,0.525116285,0.653913962,30.18481255,23.17534065,7.009471893
ONMO_BA2F,-16.8819,146.18402,ONMO,BA2,F,2244.862418,2246.067627,10.07199106,0.190291116,0.172197819,0.126470848,22972.3137,23003.03125,135.0349397,0.310344212,0.195746094,0.496002423,0.118083963,0.020991433,0.323206366,10270.25564,755.5885349,315.5693393,91870.34896,3331.184462,1549.158881,0.000894791,0.000842746,0.000352268,0.000894791,0.000842746,0.000352268,1.43E-08,1.20E-09,2.53E-07,4.043968174,0.807853652,0.946687831,1.115748299,1.263226959,0.568146474,0.056600079,0.044450354,0.067230903,0.070665497,0.034300786,0.102641197,0.23972146,0.137314036,0.468105003,267.1173057,266.9046631,160.7540421,3.71133227,3.701363564,0.112794513,6752.333418,6749.689453,154.220409,0.000894791,0.000842746,0.000352268,0.000969335,0.000912201,0.000377511,8.06653934,8.0678339,0.025302432,35.04006736,35.20790482,0.495452502,19.80828529,20.29434967,6.488990413,23299.41741,23325.875,448.7845996,27.09552345,27.23298931,2.111820959,57.7881205,54.66523361,10.28415252,5.32239401,4.862765789,1.492371757,13.82957437,5.682173252,7.67958747,3.765967316,0.361492034,0.285633057,0.603698212,1.302598781,0.205920648,0.139505807,0.139505807,0.658274121,0.274394168,1.473491391,0.530879107,0.650004917,30.66693115,23.27184296,7.395088196
ONMO_BA2S,-16.8819,146.18402,ONMO,BA2,S,2244.981422,2245.942871,9.305138524,0.199431766,0.181164727,0.134322991,22973.48474,23002.5918,129.4193888,0.281735178,0.17330049,0.397631967,0.118991955,0.021918727,0.320857938,10270.25564,755.5885349,315.5693393,91870.34896,3331.184462,1549.158881,0.000548245,0.000516854,0.0002378,0.000548245,0.000516854,0.0002378,1.92E-08,2.10E-09,3.37E-07,4.043968174,0.807853652,0.946687831,1.115748299,1.263226959,0.568146474,0.058568386,0.046260584,0.071659682,0.052290846,0.030015681,0.072651543,0.229469903,0.130636603,0.370479198,272.1089977,271.6596985,163.6680132,3.707247696,3.697742224,0.11154101,6753.706188,6749.553223,155.198544,0.000548245,0.000516854,0.0002378,0.000639675,0.000604404,0.000267714,8.068909182,8.070141792,0.02433636,35.05298759,35.20909882,0.457100336,19.80828529,20.29434967,6.488990413,23300.70414,23325.92188,447.8365012,27.0108503,27.1737051,2.046850787,57.77468735,54.7306366,10.09091252,5.329188258,4.87457037,1.471652997,13.82957437,5.682173252,7.67958747,3.765967316,0.378882666,0.298401773,0.649764203,1.302598781,0.205920648,0.139505807,0.139505807,0.658274121,0.274394168,1.473491391,0.530879107,0.650004917,30.40735435,23.23827553,7.169078827
ONMO_FL1D,-16.84844,146.2373,ONMO,FL1,D,2248.041712,2248.625244,6.720515944,0.244881785,0.23544085,0.15219805,22991.48608,23012.85742,103.5020728,0.326079954,0.229560867,0.351265701,0.09604597,0.028612575,0.227547029,21828.64041,1217.107897,486.7097473,200647.9913,8747.28201,3382.001383,0.000330106,0.000302244,0.000155203,0.000330106,0.000302244,0.000155203,2.84E-09,5.72E-10,7.81E-08,5.86836693,0.965257572,1.138381177,1.407266657,1.631108748,0.704858773,0.051345969,0.048556596,0.029354456,0.046639035,0.029443962,0.062375444,0.279457177,0.191229686,0.323716448,252.4333831,250.7004547,153.00127,3.721077549,3.713865042,0.094298473,6769.579453,6764.029297,151.6398599,0.000330106,0.000302244,0.000155203,0.000381008,0.000352453,0.000172959,8.071667468,8.072672844,0.02340149,35.0847621,35.20141602,0.359964275,21.40017949,20.93683243,6.011431955,23300.26215,23324.98828,441.5128965,26.78583622,26.9096241,1.836371775,55.12945055,53.17058563,7.633819907,4.985169822,4.71114254,1.118586352,13.82964399,8.72500568,10.27227624,5.446893003,0.331064152,0.305691808,0.393516899,1.919262078,0.411405649,0.247047487,0.247047487,0.586008092,0.205187667,2.148492455,0.561698334,0.795660304,30.25614929,23.27832413,6.977825165
ONMO_FL1F,-16.84859,146.23718,ONMO,FL1,F,2247.983168,2248.981201,8.091691288,0.194239164,0.182779104,0.136909151,22992.70071,23014.31055,113.9552974,0.400049868,0.29214105,0.376458865,0.084266649,0.019956511,0.224843378,17117.08431,1138.093506,455.8985257,133126.178,7084.918945,2796.64822,0.000901646,0.000856553,0.000349889,0.000901646,0.000856553,0.000349889,1.59E-09,1.88E-10,3.46E-08,5.16727776,0.947642757,1.110960139,1.362346662,1.565221681,0.688996156,0.048713383,0.043577176,0.035332844,0.107008301,0.037150964,0.140110786,0.293102472,0.214381844,0.311371432,241.9387775,240.35112,147.4843886,3.727973608,3.720059633,0.09609197,6755.045596,6753.900879,145.9005767,0.000901646,0.000856553,0.000349889,0.000974409,0.000926138,0.000375281,8.06708548,8.068860054,0.026209699,35.04815425,35.19526672,0.450061337,21.40017949,20.93683243,6.011431955,23298.62494,23324.51953,442.8740924,27.13064017,27.24493313,2.061839981,54.70748991,52.52241898,8.025614809,4.895895957,4.60082531,1.170378788,13.82964696,8.8318136,10.31460942,5.526673211,0.301870025,0.274463952,0.327048004,2.241190169,0.566413667,0.342916697,0.342916697,0.648282422,0.237651497,2.402126127,0.67633403,0.945367648,30.6544075,23.35508537,7.299322128
ONMO_FL1S,-16.8485,146.23726,ONMO,FL1,S,2248.028174,2248.871338,7.336555471,0.20575302,0.193212911,0.142956674,22992.78965,23013.83789,108.8945866,0.361774332,0.263871551,0.339249574,0.086147139,0.02185897,0.223610778,20087.02365,1184.94321,474.2721151,176295.342,8136.497559,3165.897488,0.000562448,0.000532488,0.000233744,0.000562448,0.000532488,0.000233744,2.64E-09,3.71E-10,8.01E-08,5.605670346,0.958782938,1.127599769,1.388942493,1.604359878,0.698470195,0.049980453,0.045333799,0.038210705,0.076535341,0.032044671,0.101208506,0.285277094,0.207452223,0.28818562,247.2730758,245.4759827,150.4856689,3.723883729,3.716446877,0.095066161,6758.140834,6756.519043,147.1068939,0.000562448,0.000532488,0.000233744,0.000652111,0.00062313,0.000264154,8.069599274,8.071396828,0.025057767,35.05723722,35.19522858,0.422885799,21.40017949,20.93683243,6.011431955,23299.15718,23323.90039,442.1978592,27.05891193,27.2008791,2.007589186,54.74596615,52.61372375,7.820400724,4.91152828,4.618596554,1.147097993,13.82964505,8.760933452,10.28689395,5.473757426,0.313071445,0.285299867,0.359353835,2.026365254,0.466220674,0.280908555,0.280908555,0.604187436,0.216431889,2.230751859,0.601783825,0.847002579,30.47620583,23.30674171,7.169464111
ONMO_FR1D,-16.87191,146.25369,ONMO,FR1,D,2247.877024,2248.393799,6.810988999,0.271246854,0.255900174,0.159524813,22990.1981,23011.59961,104.2328754,0.320180487,0.21859324,0.359605187,0.109237537,0.03662866,0.244462197,17403.37424,2173.087077,786.274943,155834.783,15433.05979,5403.238118,0.00031854,0.000292427,0.000151155,0.00031854,0.000292427,0.000151155,2.58E-09,8.35E-10,4.13E-08,5.244307677,1.3178732,1.553180748,1.869603488,2.13134763,0.890598198,0.055228628,0.052195288,0.034896178,0.041013546,0.0292417,0.056032252,0.279186749,0.184446827,0.338131622,256.0627354,254.5098267,154.6462836,3.719020259,3.71066618,0.095892446,6772.979046,6770.467773,155.3760542,0.00031854,0.000292427,0.000151155,0.000370139,0.000342655,0.000169255,8.072352322,8.072984695,0.022902,35.08236754,35.20475197,0.37006991,20.14901046,19.38778305,5.869311009,23303.7246,23328.29688,441.8873903,26.85106741,27.03929043,1.844299947,55.85788311,53.84973145,7.735193177,5.099025964,4.826555729,1.139408602,15.21935696,8.843008253,10.30393378,5.530431906,0.362986994,0.330613256,0.465870807,1.823674268,0.594315383,0.343989538,0.343989538,0.59537822,0.26936939,2.024380419,0.774424149,1.040263103,30.3015461,23.31026649,6.991279602
ONMO_FR1F,-16.87196,146.25343,ONMO,FR1,F,2247.693431,2248.523193,8.019386436,0.212465048,0.204244241,0.144194794,22990.90268,23013.58203,113.964347,0.373894264,0.273369938,0.351353623,0.091954458,0.025850818,0.234499338,14424.6786,2053.24821,747.1081068,103119.3594,12966.68869,4619.679959,0.000900364,0.000858771,0.000348201,0.000900364,0.000858771,0.000348201,1.80E-09,5.42E-10,2.75E-08,4.775663747,1.309021287,1.527828495,1.818358514,2.056799253,0.875881447,0.052423431,0.048363682,0.043403715,0.093730864,0.033985429,0.132376488,0.280226584,0.203560948,0.28747178,246.8692058,245.3748627,150.1584299,3.724818004,3.716078281,0.098028024,6756.390159,6755.195313,148.444671,0.000900364,0.000858771,0.000348201,0.00097447,0.000930259,0.000373798,8.0678124,8.069737434,0.026061298,35.04798827,35.19746208,0.453142965,20.14901046,19.38778305,5.869311009,23301.07073,23326.92773,443.1934408,27.12128063,27.24463463,2.068112926,55.32458703,53.13044357,8.139024728,4.990302594,4.698054314,1.194023811,16.3469659,8.905101352,10.33980433,5.596263727,0.330844772,0.303196996,0.412007278,2.126281235,0.765940117,0.44573008,0.44573008,0.635758095,0.304968788,2.262711207,0.892984781,1.193656405,30.63309479,23.36314201,7.269952774
ONMO_FR1S,-16.87201,146.25362,ONMO,FR1,S,2247.777159,2248.450439,7.318862488,0.22897043,0.221042857,0.148261959,22990.88212,23012.88086,109.1297899,0.338437973,0.245824888,0.321437726,0.095779965,0.028559882,0.235886657,16794.97407,2144.247342,776.0505778,140939.4375,14740.0166,5178.996908,0.000554985,0.000526456,0.000230989,0.000554985,0.000526456,0.000230989,2.31E-09,7.05E-10,4.33E-08,5.151359187,1.313465039,1.545642535,1.857669168,2.115381453,0.885858277,0.053790996,0.049966212,0.045884843,0.065061613,0.031082131,0.091763641,0.273422534,0.195135444,0.276720328,251.5857174,249.8829041,152.6384023,3.721408497,3.712879658,0.096768253,6761.318619,6760.290039,150.3968879,0.000554985,0.000526456,0.000230989,0.000646344,0.000616014,0.0002618,8.070247005,8.071749687,0.024570854,35.05729479,35.19799995,0.428985439,20.14901046,19.38778305,5.869311009,23301.85522,23327.05664,442.5271692,27.06744915,27.21733093,2.01800916,55.42866936,53.32619476,7.93666677,5.01713477,4.72994566,1.16962473,15.53737958,8.866235309,10.31509548,5.552613682,0.343918596,0.316418737,0.445661941,1.947450717,0.652559963,0.378175931,0.378175931,0.606480036,0.281058404,2.127629863,0.814045707,1.095643547,30.47708893,23.33746338,7.139625549
ONMO_FR2D,-16.88305,146.24464,ONMO,FR2,D,2246.449265,2247.05127,7.683545256,0.231308713,0.207362488,0.138979488,22980.21605,23005.87305,112.4778227,0.2205039,0.113075197,0.384352529,0.117313117,0.028026856,0.301280329,11628.19368,1475.571289,529.7551066,107278.862,11205.64909,3874.225477,0.000317902,0.000293451,0.000157195,0.000317902,0.000293451,0.000157195,1.25E-08,1.85E-09,3.15E-07,4.298226833,1.099399209,1.290879528,1.546784931,1.757527232,0.72831585,0.059646264,0.04970336,0.048642336,0.0318862,0.025403542,0.043186779,0.188638883,0.086374067,0.359304599,266.3780142,265.0254211,160.0256143,3.712410289,3.703560591,0.103473635,6773.898603,6767.145508,160.268743,0.000317902,0.000293451,0.000157195,0.000369501,0.000344853,0.00017584,8.072108945,8.072569847,0.022840586,35.0846159,35.2068615,0.370400417,17.23396213,18.66503716,3.63172055,23303.33926,23327.04102,444.1305365,26.80910763,27.00018311,1.837246102,57.00090548,54.37807465,8.957855812,5.25618295,4.873905659,1.317327365,13.82962926,8.880392604,10.29908572,5.550699446,0.421041459,0.322440803,0.786150277,1.343454838,0.427468754,0.243399986,0.243399986,0.581496305,0.203132249,1.512432271,0.580937419,0.772895429,30.26949883,23.27521896,6.994279861
ONMO_FR2F,-16.88264,146.24457,ONMO,FR2,F,2246.024534,2247.005615,9.06590756,0.184342623,0.170170262,0.121363894,22980.0852,23008.4375,124.8930574,0.304432902,0.19317396,0.413749572,0.103644547,0.020858619,0.288066211,8503.168186,1331.678372,483.1411777,59587.53689,8153.075901,2919.690809,0.000900145,0.000854876,0.000352014,0.000900145,0.000854876,0.000352014,6.64E-09,7.45E-10,1.45E-07,3.661274619,1.085679915,1.252610789,1.468941953,1.644162734,0.705236051,0.055019494,0.044251353,0.068500764,0.076688067,0.033759665,0.1135325,0.227795569,0.138901889,0.371692461,258.7228807,257.7331238,156.3320029,3.716890189,3.708708525,0.106301121,6754.721847,6754.962891,152.1525192,0.000900145,0.000854876,0.000352014,0.00097451,0.000925027,0.000377065,8.06693981,8.068179131,0.025524081,35.04756348,35.20034599,0.459447634,17.23396213,18.66503716,3.63172055,23300.3858,23327.55664,446.0307633,27.11091887,27.24663162,2.079463104,56.68674877,54.00281906,9.315081831,5.174891966,4.795479774,1.362846694,13.94448842,8.938323551,10.33659448,5.60636727,0.358752399,0.28378132,0.645217493,1.702986068,0.653328882,0.379365838,0.379365838,0.680751271,0.256477414,1.804697752,0.752620935,0.981055968,30.64731789,23.3664093,7.280908585
